Date,Open,High,Low,Close
2015-03-06,103.21315972581093,103.85411892827146,102.69748370315826,103.33782007464416
2015-03-09,104.05766369691487,104.4177829295803,103.6413789721456,104.00130315415653
2015-03-10,104.13103389464399,104.61203420839931,103.71472143583837,104.19546415950757
2015-03-11,104.58174662903636,105.31556649997701,103.99021332214373,104.72323292098285
2015-03-12,105.04729806605623,105.21523381392126,104.6366737331189,104.80422088128108
2015-03-13,104.85114583202218,105.21460744188502,104.68490247086194,105.04805188267075
2015-03-16,105.28202076103318,105.69677815466005,105.13056783020755,105.54494699260297
2015-03-17,104.40608099934175,104.95345359978761,103.95825028122023,104.50519773860835
2015-03-18,104.43909659507831,104.76213105548213,103.98028105623084,104.30289423708845
2015-03-19,104.1830442206793,104.69058307659459,103.48461870962156,103.99122308835038
2015-03-20,103.86815442775048,104.3206204226497,103.10714440478087,103.55826045285144
2015-03-23,103.26368720711099,103.66587605444772,102.98816019432144,103.39001198330622
2015-03-24,104.45124941590066,105.08292057867075,103.87762062495796,104.50897476974009
2015-03-25,103.68222399124183,104.40872552459004,103.18323662288508,103.90864845212089
2015-03-26,104.69372804855233,104.94003833425728,104.40051775354026,104.64671743857227
2015-03-27,103.76108797823494,104.05379386619826,103.16039875991751,103.45223338138987
2015-03-30,103.365407729375,103.63128422090551,102.97541640385566,103.24097282393473
2015-03-31,103.44873573827024,103.6337081029479,103.20480483791502,103.3896715924599
2015-04-01,103.77889552994452,104.02653722474527,103.59843265851397,103.8459577377108
2015-04-02,104.65569896282712,105.25021003177937,103.8025335129802,104.39556686583498
2015-04-03,105.00648830486715,105.34335751567306,104.67156799075846,105.00843100528219
2015-04-06,104.5539659098073,105.08945300060635,104.24902390548138,104.78384054412567
2015-04-07,104.39220924335436,104.96225004495115,103.90694951820034,104.4765980444852
2015-04-08,104.86444932005404,105.53333039335233,104.46963830440622,105.13749138380187
2015-04-09,104.84049277309977,105.62493081464923,104.24492539270294,105.02829657719484
2015-04-10,103.82448381353576,104.63619612062803,103.31558733060186,104.12582262326737
2015-04-13,103.30508810250569,103.68506481520105,102.95417643912546,103.3340547565053
2015-04-14,102.78482652651896,103.08103156901218,102.4059551380043,102.70192126433119
2015-04-15,102.99395137328833,103.70253654635148,102.38287201510859,103.09088208298279
2015-04-16,103.17536426112066,103.69835316945394,102.70191302785042,103.2246756559967
2015-04-17,104.04180546716292,104.6406673215177,103.1587149818418,103.75593135242498
2015-04-20,103.63355794432333,103.79858328475358,103.31234719491432,103.47712343013704
2015-04-21,103.64850821254407,104.19293945591987,103.07880824849632,103.62310606280299
2015-04-22,103.9745209366014,104.54484356001409,103.53934915621876,104.10910848103866
2015-04-23,104.1626054225594,104.33026642634633,103.74781910638298,103.91508169389913
2015-04-24,104.1134102669127,104.690147741473,103.70306912417783,104.27915335715403
2015-04-27,103.71943314506902,104.28824841281411,103.2599060815658,103.82823928568241
2015-04-28,103.85004601100144,103.96028422949038,103.4858133622818,103.59578167576427
2015-04-29,103.36864569306799,103.70682550090915,103.01220673138906,103.35032660669391
2015-04-30,102.66860978462027,103.19499149606204,101.99393830128511,102.51955581338063
2015-05-01,102.95651316185268,103.21151535191608,102.6456236358574,102.90048706074663
2015-05-04,102.68815470881692,103.02628014535155,102.25588889602969,102.59370332868828
2015-05-05,102.50992194315745,102.96307647929375,102.18070408801387,102.63346186695858
2015-05-06,102.85047889784852,103.268845512436,102.59236153493949,103.01032698885025
2015-05-07,103.25372926541111,103.94184859024962,102.67631278201783,103.36381647611329
2015-05-08,103.66278392311354,104.38720723804727,103.15416556531365,103.87753520946539
2015-05-11,104.07029963296635,104.2319147779408,103.67584034973287,103.8370933388457
2015-05-12,103.42625098409421,104.18076401947044,102.80722694930337,103.56093388418348
2015-05-13,103.57241330228943,104.13129005705665,102.9755451240672,103.53421576491812
2015-05-14,102.52853171036747,102.77660381844977,102.10159327826456,102.3492315620735
2015-05-15,101.52067914198626,102.04701136682218,100.82265152151243,101.34808895547796
2015-05-18,100.40704446047023,100.5980671980667,100.2532110626694,100.44417690972728
2015-05-19,99.76115962513472,100.37357885070739,99.16303923301425,99.77537324051968
2015-05-20,100.38207198147879,100.81656811894436,99.65178836009576,100.08499863826772
2015-05-21,99.58668734647799,100.00999301712736,99.05960832971923,99.48247101581998
2015-05-22,99.43661152185547,99.5810137305517,99.10511563742418,99.24924575286963
2015-05-25,100.42802781112488,100.97889231459548,99.63650887489386,100.18604606809434
2015-05-26,100.13899013742288,100.2536490323872,99.85203266413227,99.96649405150671
2015-05-27,100.3242027191512,100.73561324694069,100.10307410185516,100.51406614402025
2015-05-28,99.92653943903326,100.09792438371971,99.71795726292773,99.88927830068644
2015-05-29,99.53733503593338,100.2629510244048,99.05121064710818,99.77566268156144
2015-06-01,99.23504720880223,99.43262628523331,98.94668131083613,99.14407926817472
2015-06-02,99.20905376651744,99.75998060447031,98.38931781093457,98.93874356467069
2015-06-03,99.55989801949954,99.98614831066304,99.12607525095255,99.55229298232669
2015-06-04,98.34577399017348,98.50151587927839,98.2296459674174,98.38534113510133
2015-06-05,98.43967830617028,98.81598748129217,98.33856607223969,98.71459286909626
2015-06-08,99.18152772762977,99.30632681100097,98.78421784481895,98.90867359868146
2015-06-09,98.29302422118381,98.92474548680697,97.89694010614886,98.52771565310222
2015-06-10,97.29602715186847,98.0532201954748,96.80882614456107,97.56467396368947
2015-06-11,97.494466755797,97.85734460538224,97.28068438884041,97.64323602251793
2015-06-12,97.05751271010689,97.8217812918847,96.54824764955636,97.31118520056074
2015-06-15,97.47279784989118,97.62445301091365,97.34743226537572,97.49905365723687
2015-06-16,97.5526428580343,98.04087620467484,97.05504109812065,97.54322732170354
2015-06-17,98.56171261601324,99.2290909428443,98.00592537062178,98.67267796637759
2015-06-18,98.12478053310207,98.86809423763583,97.64784091651956,98.38986616122541
2015-06-19,96.9625809314558,97.62550774501541,96.52716038544204,97.18907012573801
2015-06-22,97.33129464401424,97.90427953046819,96.82615485153121,97.39878944663523
2015-06-23,97.39913522958706,97.7739009604307,97.28218258508633,97.65663911646459
2015-06-24,99.3808900089412,99.58053732770584,99.06344255119336,99.26285274365006
2015-06-25,100.08646144779334,100.42559958099856,99.92385914128185,100.26271093632562
2015-06-26,100.57338226725443,101.0476688296506,100.21909694427539,100.69296226759134
2015-06-29,102.41150473634555,102.96090086090913,101.9275140439401,102.4766025202411
2015-06-30,100.97421280262317,101.44401848928652,100.5551638395084,101.02475975333276
2015-07-01,99.95224905521911,100.77889614530275,99.42693446785366,100.25200613797699
2015-07-02,98.9126855899595,99.31953488708143,98.73701023476552,99.14344967987283
2015-07-03,98.89568198560977,99.35783193703509,98.21974816961152,98.68089439597907
2015-07-06,96.77377243941596,97.25499844477721,96.58359190043299,97.06424706289886
2015-07-07,97.81210261777115,98.0423321342317,97.57709142036171,97.80730965517682
2015-07-08,97.54101359626684,97.99095097870531,97.09724846402273,97.54715789283964
2015-07-09,95.74496087061596,96.40649902098188,95.17996756586876,95.84093934496134
2015-07-10,94.64159778786768,95.06479700292485,94.2575688701467,94.68060978551762
2015-07-13,95.19823880879547,95.31937871761274,94.91730686439237,95.03824317851813
2015-07-14,96.19616205065203,96.58879100042478,95.60780268117198,95.99962947442042
2015-07-15,98.18683660201418,98.44737311023307,98.06785843197213,98.32822361408923
2015-07-16,101.71902296852477,102.3794541716874,101.16763175594603,101.82747506970672
2015-07-17,102.17671707386287,102.80024264048578,101.7120284583966,102.33483492221278
2015-07-20,101.11427832016363,101.31516194172923,100.9256355556028,101.12649638267163
2015-07-21,98.6802547856328,98.82419030153807,98.42809264609265,98.57187007150881
2015-07-22,98.72801971337424,99.07889352078162,98.53869233246608,98.8892569407014
2015-07-23,97.82996088294907,98.50721344935258,97.25275081886605,97.92941658312272
2015-07-24,97.694452674131,98.01614128171954,97.12196526725614,97.44282531546978
2015-07-27,96.4680836287329,97.20603638506194,95.99342161262268,96.73008521510381
2015-07-28,96.54454203194108,96.97112062569859,96.14078873023863,96.5672722652125
2015-07-29,97.9351321389035,98.31336405843862,97.43322352763256,97.81097594779439
2015-07-30,97.79028016642889,98.1649109929774,97.62152824494086,97.99580440831964
2015-07-31,97.54410196766726,98.37019102312837,96.98516233689071,97.80972931517293
2015-08-03,96.39230424181335,96.84415827714426,96.1506763839996,96.60200476028066
2015-08-04,94.91845768718211,95.28769865807475,94.31221585568768,94.68053127234613
2015-08-05,93.85320338311676,94.55384590656958,93.43096910948299,94.13036471742889
2015-08-06,93.89454352465961,94.46990047406558,93.49585172737079,94.07046169904527
2015-08-07,95.81812721249626,96.63634560435277,95.27167911126593,96.0883563936556
2015-08-10,96.01441654919529,96.40692046450785,95.84714071759447,96.23925292411015
2015-08-11,97.4516600067655,97.79681075792547,97.03655601771118,97.38145813041434
2015-08-12,96.65006088298367,97.09247018548825,96.35816107978111,96.80011718644651
2015-08-13,95.47351370470949,95.79533999187721,95.1121899594135,95.43388265651419
2015-08-14,94.38669811818068,94.53734755957696,94.18507832164391,94.33564627983249
2015-08-17,93.71509996229138,93.87164851109681,93.36280583455597,93.51902684850914
2015-08-18,95.65426591226957,96.1686859558932,95.425616085358,95.93935465919023
2015-08-19,95.20035708021958,95.44059737270987,94.75920672983028,94.99893873849885
2015-08-20,96.02893493555004,96.33041931981218,95.65908161682407,95.96035067971297
2015-08-21,94.73470788025307,95.31171820896726,94.35056453843788,94.92679596194117
2015-08-24,96.15185807325292,96.55311377546194,95.594055220525,95.9946548909676
2015-08-25,96.64539989800583,96.94104344181818,96.14468462116778,96.43969891446429
2015-08-26,96.11718362896282,96.55211450007918,95.82461103936699,96.25910989890372
2015-08-27,96.4543354320004,96.65574584200041,96.01167053651876,96.2125761185894
2015-08-28,95.43401001592578,95.83635395093559,95.05785388389437,95.46009500410831
2015-08-31,96.03265955823618,96.28092362730722,95.72499365775447,95.97310376291206
2015-09-01,95.72867607721903,95.84166455427092,95.33845317895309,95.45111404977399
2015-09-02,93.98006139960304,94.3490313913782,93.68947502900615,94.05820340568125
2015-09-03,92.80166956837911,93.11447275717394,92.31540977957016,92.62762632718616
2015-09-04,92.71955057065988,93.01820759933807,92.52224667333002,92.8206884841348
2015-09-07,94.76717431361368,95.13319259160427,94.23198313413491,94.59734548399192
2015-09-08,94.83719072181816,95.20030900067152,94.41700647254925,94.77990541400746
2015-09-09,94.48473368731312,95.07266178097467,94.05860650797518,94.64580815403521
2015-09-10,94.92276464976887,95.37441098481393,94.5203165787133,94.9717552064176
2015-09-11,96.36704745436134,96.88378864234578,95.9563151703142,96.4726064484189
2015-09-14,96.48257472364625,96.97708598788095,96.23354637126242,96.72742565791035
2015-09-15,95.98057069288436,96.72730913905212,95.50669915195058,96.25209702885209
2015-09-16,97.44911010023226,97.90430977549313,97.08409283264038,97.53895597025667
2015-09-17,97.75952615596464,98.35198555307211,97.45089043812943,98.04245659809125
2015-09-18,99.66589411515324,100.27878736964958,99.25426775283691,99.86633318148097
2015-09-21,100.22140869132919,100.50235803058786,99.80561199717607,100.08618225797638
2015-09-22,98.74943165624988,99.10134463287,98.27481790985712,98.62629205434301
2015-09-23,97.15935724205278,97.61440585514232,96.56607599858076,97.02047414875265
2015-09-24,98.85359836175603,99.49973179746773,98.31662418863984,98.96216787319833
2015-09-25,101.26699692232887,101.83462740107011,100.46426832723135,101.0305735855561
2015-09-28,100.86976489127828,101.22464132994318,100.45833209048894,100.81300885206437
2015-09-29,100.12521702035993,100.71178686342404,99.76462850947111,100.35038742932446
2015-09-30,101.90742119526905,102.63629665365109,101.39795011981707,102.12573415485622
2015-10-01,100.89444860749514,101.1539747018915,100.51846457810659,100.77769034064724
2015-10-02,99.50569215403584,100.2184817768777,98.98956490406816,99.70133972023795
2015-10-05,100.47844623465521,100.82717760519938,100.12533375903159,100.47404987108052
2015-10-06,100.29439525653817,100.45278855231275,99.84140523235881,99.99933254041846
2015-10-07,99.69561146948352,100.12920693570518,99.55999595436701,99.99318663036637
2015-10-08,99.5077976620114,100.3172020802743,98.98936541396488,99.79726173423727
2015-10-09,100.49882981728015,100.62725120022004,100.07433775637281,100.20238032441593
2015-10-12,101.96087150273824,102.2058893071501,101.66422524933685,101.9091186887775
2015-10-13,101.79128879005633,102.29212273953996,101.51943986403563,102.01966390347637
2015-10-14,103.05582075624314,103.24801699967684,102.61899998622289,102.81073915928516
2015-10-15,100.540759669118,100.79909581806207,100.05407193270935,100.31181982832209
2015-10-16,100.27492092901433,100.74756304195796,99.78060622107647,100.2531456972746
2015-10-19,99.31630793985144,99.42291547685352,99.13725563725603,99.24378532745486
2015-10-20,97.6698462393563,98.3052469264002,97.16822688718587,97.8029440018075
2015-10-21,96.517044633791,97.28929683361963,96.00717017004555,96.7780435802689
2015-10-22,96.44594948121805,96.72191103510843,96.11545147678594,96.39125653732573
2015-10-23,97.33703206875889,97.62935773122955,97.16493391827993,97.45704738592941
2015-10-26,96.01266288528099,96.39711698584571,95.53442013382995,95.91849717586896
2015-10-27,96.1479337541046,96.30161303272612,95.80097877318738,95.95434863255598
2015-10-28,95.12324386864715,95.66850985591797,94.85455905789732,95.39904601530577
2015-10-29,95.07989333762914,95.63060995242546,94.47492141478237,95.02532194410517
2015-10-30,96.02132870878725,96.7512728431335,95.4473782733791,96.1763955233867
2015-11-02,97.01716270081509,97.48871699284913,96.32950943526171,96.80000824274137
2015-11-03,98.22114817900791,98.61784275965444,97.97021204810943,98.36653519291521
2015-11-04,98.24982197562419,98.68588664089694,97.74879143044932,98.18456647056655
2015-11-05,97.39955521146099,97.84048609787983,96.9274868505996,97.36827613564671
2015-11-06,97.04695147359006,97.39286855037868,96.76171025126655,97.10744951170878
2015-11-09,97.49465439401845,97.90456512808264,96.98138821058069,97.39086255776753
2015-11-10,97.73003063548853,97.83300273148463,97.49499008969764,97.59782288655582
2015-11-11,96.37508166212787,96.57219648838942,96.13935469718518,96.33639038863802
2015-11-12,96.59112260148187,96.94130806732592,96.09194336575774,96.44158669792911
2015-11-13,96.98709103845917,97.16348694276645,96.5307075797415,96.70659332700689
2015-11-16,99.6248597170389,99.85549339216662,99.4425926151304,99.67313796354829
2015-11-17,101.95243001806072,102.4806987213594,101.41528764835145,101.94351013307474
2015-11-18,100.6095853299318,101.50469580184536,100.01139443842114,100.9047499603186
2015-11-19,100.73583954419037,101.11660561920131,100.17714170138046,100.55723266970767
2015-11-20,98.81864266281653,99.33203996500527,98.29331447857535,98.80664947195609
2015-11-23,98.05473338965257,98.69281803170169,97.47115002243537,98.10891221334654
2015-11-24,98.24160171099619,98.64966433466218,98.07380707484175,98.48146002543749
2015-11-25,100.15069868114993,100.47530993657199,99.59324454198023,99.91709864641344
2015-11-26,98.98435346775778,99.34021062088725,98.69107633195655,99.04674861677148
2015-11-27,98.38009622917014,98.51785260654025,98.13483416263156,98.27243979446457
2015-11-30,95.57131965574857,96.23027541134748,95.11480882914383,95.77280217310215
2015-12-01,95.85135083359206,96.15509371308642,95.28373890773283,95.58664295572036
2015-12-02,94.19428644866802,94.69221468384026,93.87905258383333,94.37637144703696
2015-12-03,93.88590687414282,94.22037872828209,93.72129062332928,94.05546517989198
2015-12-04,93.70937323499824,93.88785522414354,93.32986830725046,93.50796669079266
2015-12-07,93.70572039663085,94.22443010897018,92.95689621632442,93.4743250354512
2015-12-08,92.19944329750373,92.47193556483913,92.08666074847038,92.35895789030675
2015-12-09,91.42620768220456,91.64068270004702,91.22833746770966,91.44277662602616
2015-12-10,92.9738344295078,93.20257764303858,92.61533995619227,92.8437631558039
2015-12-11,92.24737043061923,92.56571497244033,91.72080183783957,92.038425312626
2015-12-14,91.29561061848452,91.72116614704737,90.93661565704278,91.361910479577
2015-12-15,92.58148388836642,92.90241296201235,92.25113441290658,92.57203071760988
2015-12-16,94.6392003192212,94.77364255952565,94.36789646370771,94.50214400500934
2015-12-17,93.88845332265423,94.09672957790869,93.55043983373615,93.75842764819085
2015-12-18,93.70393032853566,94.19287199502295,93.05700013689692,93.54511310433182
2015-12-21,93.83652915167762,94.22951123422544,93.40435433007353,93.7971715853572
2015-12-22,94.74228895506234,95.37078960091509,94.34003733169365,94.96758144303557
2015-12-23,94.57077470184326,94.98225368187649,93.93162052664012,94.34210455916052
2015-12-24,94.41516194629472,94.86972516870068,93.75495330576528,94.20852165537131
2015-12-25,94.92043277833996,95.04293162228375,94.62868252869613,94.75096266427073
2015-12-28,94.84003732346204,95.33761206087674,94.57135152158807,95.06827963895398
2015-12-29,94.67851342362806,95.1974439050536,94.32842663259524,94.84673509132843
2015-12-30,94.9248995882928,95.18046422634112,94.53116798802886,94.78635963740342
2015-12-31,93.63797173952776,94.39707122636523,93.14895732343076,93.90665364738626
2016-01-01,94.04799605195176,94.36896893491569,93.45829805706799,93.77835067743337
2016-01-04,93.56271033037706,94.08520064762624,93.10957321752407,93.63172926654441
2016-01-05,93.93560678784866,94.42971536749099,93.31870244176687,93.81216169062036
2016-01-06,93.69360522066437,94.02377749547459,93.14682684344062,93.47623310818337
2016-01-07,93.75411541782461,94.33388069285378,93.2339899721545,93.81342620509814
2016-01-08,94.40662008191553,94.8811341236205,94.03507152785727,94.50918192515124
2016-01-11,94.7022001085463,95.19951654263137,94.14346007769781,94.64045225084311
2016-01-12,94.94835492162771,95.20499595526367,94.64572210142622,94.90223848445486
2016-01-13,94.91427082436111,95.29786192985821,94.58263231406754,94.96604252485326
2016-01-14,95.05260103860778,95.40021364798697,94.64719225991368,94.99459272970488
2016-01-15,94.79132979636226,94.9358769605158,94.40018214866149,94.54435269778823
2016-01-18,94.76407176745427,95.06613602555427,94.480465403946,94.78247458677781
2016-01-19,94.57397329304621,95.27568719181394,94.04561797703013,94.74636875607078
2016-01-20,96.1028201240797,96.57319839668679,95.70359351733441,96.1736774372403
2016-01-21,97.20611501882607,97.45151136772726,97.02263527746241,97.26791497690876
2016-01-22,97.34431243077488,97.82310163840795,97.08203977403555,97.56024719334992
2016-01-25,96.87329495682187,97.2597084435114,96.6836155875167,97.06964461861372
2016-01-26,96.45230004491572,96.5607235857421,96.23730596373042,96.34560957212565
2016-01-27,97.08784909523646,97.72928899921523,96.54053554095604,97.1814478007377
2016-01-28,97.65537935308583,97.97188401578771,97.07392206415521,97.3895652134909
2016-01-29,97.5963867071968,97.99481178525228,97.34871876121959,97.74676223500308
2016-02-01,96.35686282143664,96.97492219697693,95.97216903537176,96.58930043026652
2016-02-02,97.39549087421462,97.49644834039452,97.14677051040397,97.24757465072662
2016-02-03,97.80978196452692,98.04355815463116,97.35343476388424,97.58667771016016
2016-02-04,96.73117734602643,97.29746885011433,96.29441989442685,96.8601291594996
2016-02-05,96.39730318487092,96.97250455038841,95.99543739686622,96.5699191525029
2016-02-08,96.59491831672051,97.34924313519241,96.02413607187508,96.77738270286319
2016-02-09,96.85477095248564,97.2520487428258,96.4447553360274,96.84198066330589
2016-02-10,96.65480002319963,97.00060262584185,96.32737904954946,96.67311959410723
2016-02-11,96.49262350109525,97.09662473036862,96.02876774939021,96.63209849963684
2016-02-12,96.22742837544813,97.02305254974665,95.69657635657785,96.49074789206678
2016-02-15,96.61210137854412,97.0676327799427,96.16734952782828,96.62283153317748
2016-02-16,97.92165416785787,98.49117200364074,97.08457182629796,97.65252438817926
2016-02-17,96.03028361383272,96.50179478911392,95.47140510414422,95.94248518687917
2016-02-18,95.80970516946155,96.32335176699176,95.2986555130904,95.81228833201297
2016-02-19,95.735382621095,96.11023584777757,95.58502825390696,95.95952945342664
2016-02-22,96.04453650215066,96.63584378348506,95.59677038853374,96.18741157662473
2016-02-23,95.84793979461507,96.27324237405712,95.54118387893752,95.96610826686093
2016-02-24,94.97233116130349,95.3299512799107,94.46462363509062,94.82167646055791
